pl_name,pl_rade,st_teff,st_rad,st_mass
TOI-4495 c,4.03,6210.0,1.309,1.247
TOI-4495 b,2.483,6210.0,1.309,1.247
TOI-4504 c,11.09689089,5315.0,0.92,0.89
TOI-4504 b,2.691,5315.0,0.92,0.89
TOI-4507 b,8.2,6260.0,1.04,1.11
TOI-4515 b,12.17,5433.0,0.86,0.949
HD 20329 b,1.72,5596.0,1.13,0.9
TOI-4529 b,1.77,3697.0,0.48,0.482
Kepler-167 e,10.16,4884.0,0.749,0.777
TOI-4551 b,11.85910158,4896.0,3.55,1.31
TOI-4552 b,1.11,3258.0,0.2869,0.2619
TOI-4559 b,1.415,3558.0,0.374,0.392
Kepler-177 b,3.5,5732.0,1.324,0.921
TOI-4582 b,10.53644186,5190.0,2.5,1.34
TOI-4600 b,6.8,5170.0,0.81,0.89
TOI-4602.01,2.550449,6011.9,1.15664,1.116795
TOI-4603 b,11.67975789,6264.0,2.738,1.765
TOI-4633 c,3.2,5800.0,1.05,1.1
TOI-4638.01,2.933,5700.0,0.895,1.02
TOI-4641 b,8.18255591,6560.0,1.72,1.41
Kepler-598 c,3.02420941,5245.0,0.900316,0.9
TOI-4666 b,12.53164042,3793.0,0.585,0.576
WASP-116 b,13.67495645,6250.0,1.426,1.25
Kepler-464 b,3.3,5933.0,1.59,1.21
Kepler-647 b,1.17,6020.0,1.07,1.03
TOI-4734 b,10.9175472,6070.0,1.857,1.391
TOI-4773 b,15.22179579,6740.0,1.55,1.452
TOI-4791 b,12.44196858,6058.0,1.409,1.242
TOI-4794 b,14.35870428,6390.0,1.451,1.25
TOI-4860 b,8.7,3260.0,0.358,0.34
NGTS-30 b,10.40193409,5455.0,0.913,0.94
Kepler-68 b,2.357,5847.0,1.2564,1.057
Kepler-31 c,5.3,6340.0,1.22,1.21
Kepler-255 d,1.32,5431.0,0.86,0.9
Kepler-1666 c,3.23564749,6293.0,1.14586,1.23
TOI-4914 b,12.87,5805.0,1.0,1.03
Kepler-750 c,1.62,6160.0,1.23,1.15
TOI-4940 b,6.61,5504.0,1.163,1.012
Kepler-758 c,1.69,6228.0,1.42,1.16
Kepler-760 c,1.48,5322.0,0.85,0.89
TOI-4961 b,12.34108775,5380.0,0.912,0.912
Kepler-24 b,2.348,6028.0,1.099,1.06
Kepler-15 b,10.76,5515.0,0.992,1.018
BD-14 3065 b,21.59,6935.0,2.35,1.41
TOI-4994 b,8.54124329,5640.0,1.055,1.005
TOI-5005 b,6.25,5749.0,0.93,0.97
TOI-5007 b,11.07447293,3793.0,0.656,0.632
Kepler-732 c,1.27,3631.0,0.46,0.49
Kepler-80 e,1.6,4540.0,0.678,0.73
TOI-5027 b,10.76062147,5909.0,0.92,1.02
Kepler-33 c,3.2,5904.0,1.82,1.291
Kepler-32 e,1.5,3900.0,0.53,0.58
TOI-5076 b,3.48935569,4780.0,0.844,0.789
TOI-5082.01,2.54811,5670.0,0.93,0.99665
TOI-5108 b,6.6,5808.0,1.29,1.1
TOI-5110 b,11.98240037,6160.0,2.333,1.469
Kepler-80 f,1.21,4540.0,0.678,0.73
TOI-5126 b,4.74,6150.0,1.241,1.24
TOI-5126 c,3.86,6150.0,1.241,1.24
Kepler-297 d,32.6,5618.0,0.897,0.846
TOI-5143 c,16.25302201,5183.0,0.852,0.864
Kepler-65 d,1.52,6211.0,1.41,1.25
TOI-5174 b,5.351,5643.77,1.09457,1.0
Kepler-23 b,1.638,5828.0,1.548,1.078
TOI-5181 A b,13.34989601,6060.0,1.53,1.25
WASP-188 b,14.81827249,6850.0,1.83,1.5
TOI-5205 b,11.6,3430.0,0.394,0.392
TOI-5210 b,10.72699453,5723.0,1.209,1.105
TOI-5218 b,9.86,4230.0,0.708,0.739
Kepler-167 c,1.674,4884.0,0.749,0.777
Kepler-426 b,12.22,5725.0,0.92,0.91
Kepler-80 d,1.53,4540.0,0.678,0.73
TOI-5232 b,12.778238,6500.0,1.785,1.389
TOI-5238 b,5.22,5631.0,1.02283,1.0
Kepler-186 b,1.07,3788.0,0.472,0.478
TOI-5261 b,11.60129502,5790.0,1.021,1.037
Kepler-62 e,1.61,4925.0,0.64,0.69
WASP-154 b,10.76062147,4774.0,0.823,0.8
Kepler-33 e,4.02,5904.0,1.82,1.291
TOI-5292 A b,12.64373023,3919.0,0.611,0.596
TOI-5293 A b,11.9,3586.0,0.52,0.54
Kepler-218 d,2.66,5542.0,1.02,1.01
TOI-5300 b,9.86390302,4610.0,0.65,0.67
TOI-5301 b,13.09208946,6240.0,2.19,1.483
TOI-5319 b,2.83,3580.0,0.485,0.5
TOI-5322 b,16.6117094,5692.0,1.462,0.998
TOI-5340 b,15.07607904,5990.0,1.842,1.35
TOI-5344 b,10.60369574,3747.0,0.588,0.612
TOI-5349 b,10.2,3751.0,0.58,0.61
TOI-5350 b,12.41955062,6220.0,1.263,1.167
Kepler-53 c,3.17,5858.0,0.89,0.98
WASP-197 b,14.44837612,6050.0,2.112,1.36
TOI-5386 A b,14.70618268,6094.0,1.245,1.165
TOI-5398 b,10.3,6000.0,1.051,1.146
TOI-5398 c,3.52,6000.0,1.051,1.146
TOI-5422 b,9.10169233,5820.0,1.474,1.066
KOI-94 d,11.27,6182.0,1.52,1.277
Kepler-31 d,3.9,6340.0,1.22,1.21
Kepler-32 d,2.7,3900.0,0.53,0.58
TOI-5489 b,1.4,3547.0,0.42,0.41
Kepler-296 b,1.61,3740.0,0.48,0.498
Kepler-1731 b,2.93295657,4859.0,0.72,0.781
Kepler-63 b,6.11,5576.0,0.901,0.984
TOI-5542 b,11.30986153,5700.0,1.058,0.89
Kepler-603 c,6.5,5808.0,1.01,1.01
TOI-5573 b,9.75,3790.0,0.594,0.619
Kepler-11 b,1.8,5663.0,1.065,0.961
TOI-5592 b,17.14974047,6237.0,1.393,1.194
Kepler-18 b,2.0,5345.0,1.108,0.972
TOI-5616 b,10.78,3996.0,0.646,0.666
KOI-351 d,2.87,6080.0,1.2,1.2
TOI-5634 A b,10.42,3896.0,0.54,0.556
Kepler-16 b,8.4493,4450.0,0.6489,0.6897
Kepler-908 b,1.22,5973.0,1.12,1.11
TOI-5678 b,4.91,5485.0,0.938,0.905
Kepler-911 b,2.6,6112.0,1.99,1.34
TOI-5688 A b,10.3,3713.0,0.57,0.6
HD 23472 f,1.137,4684.0,0.71,0.67
Kepler-907 b,1.2,6106.0,1.38,1.08
TOI-1260 d,3.12,4227.0,0.672,0.679
TOI-5704 b,3.2274,4590.0,0.7575,0.73
Kepler-912 b,2.8,5998.0,1.11,1.07
TOI-5713 b,1.77,3225.0,0.2992,0.2653
TOI-5720 b,1.09,3325.0,0.383,0.383
TOI-5726.01,2.554,5874.0,1.106,1.06
TOI-5728 b,1.31,3419.0,0.37,0.36
TOI-5734 b,2.1,4750.0,0.639,0.724
TOI-5736 b,1.56,3949.0,0.58,0.57
Kepler-2000 b,2.73,3757.0,0.576,0.581
Kepler-913 b,2.06,4687.0,0.61,0.63
LP 890-9 c,1.367,2850.0,0.1556,0.118
Wolf 327 b,1.24,3542.0,0.406,0.405
Kepler-914 b,1.38,5877.0,1.15,1.1
Kepler-909 b,1.47,6154.0,1.23,1.17
Kepler-915 b,1.5,6173.0,1.38,1.21
Kepler-916 b,1.76,5248.0,0.81,0.85
Kepler-50 b,1.71,6225.0,1.58,1.24
TOI-5786 b,8.54,6235.0,1.36,1.23
TOI-5788 c,2.272,5615.0,0.87,0.87
TOI-5788 b,1.528,5615.0,0.87,0.87
TOI-5795 b,5.62,5715.0,1.082,0.901
TOI-5799 b,1.733,3452.0,0.321,0.325
TOI-5800 b,2.46,4850.0,0.773,0.778
NGTS-21 b,14.90794433,4660.0,0.86,0.72
TOI-5803 b,3.2732,5134.0,0.7625,0.87
Kepler-76 b,15.24424,6409.0,1.32,1.2
TOI-5817 b,3.08,5770.0,1.427,0.97
Kepler-1762 b,2.76022913,6572.0,1.238,1.298
K2-413 c,1.2327,4116.0,0.7,0.808
K2-414 c,1.9287,4343.0,0.732,0.814
K2-414 b,1.219,4343.0,0.732,0.814
K2-412 b,2.116,5590.0,0.977,0.893
Kepler-1712 b,2.28372556,3732.0,0.509,0.515
Kepler-923 b,1.38,5988.0,1.26,1.11
NGTS-23 b,14.20177855,6057.0,1.24,1.01
NGTS-25 b,11.46678726,5321.0,0.86,0.91
TOI-5882 b,11.46678726,5920.0,2.26,1.334
Kepler-924 b,3.07,6167.0,1.23,1.14
TOI-5916 b,11.35469745,3613.0,0.48,0.477
Kepler-1763 b,1.14651332,5897.0,1.259,1.026
Kepler-4 b,4.002,5857.0,1.487,1.223
Kepler-925 b,2.34,4673.0,0.72,0.77
TOI-5938 b,3.82,4650.0,0.712,0.744
HD 114082 b,11.2089807,6651.0,1.49,1.47
Kepler-926 b,2.31,5806.0,1.01,1.01
TOI-6002 b,1.65,3229.0,0.2432,0.2101
TOI-6008 b,1.03,3075.0,0.242,0.23
TOI-6016 b,13.67495645,6110.0,1.51,1.31
TOI-6029 b,14.39233122,6223.0,2.338,1.548
TOI-6034 b,11.92,3635.0,0.489,0.514
TOI-6038 A b,6.41,6110.0,1.648,1.291
Kepler-927 b,1.72,5743.0,0.99,0.99
TOI-6041 b,4.55,5445.0,0.879,0.885
Kepler-1764 b,4.55527871,6461.0,1.131,1.162
Kepler-928 b,1.59,4700.0,0.7,0.73
TOI-6054.01,2.64,6047.0,1.662,1.107
TOI-6054.02,2.82,6047.0,1.662,1.107
Kepler-929 b,1.11,5869.0,1.02,1.01
TIC 279401253 b,11.2089807,5951.0,1.06,1.13
TOI-6086 b,1.18,3200.0,0.259,0.254
K2-415 b,1.015,3173.0,0.1965,0.1635
TOI-6109 c,4.8326,5660.0,1.021,1.03
Kepler-930 b,2.13,6335.0,1.4,1.25
WASP-149 b,15.24421375,5750.0,1.08,1.05
TOI-6130 b,14.3474953,6110.0,1.51,1.31
WASP-155 b,13.45077684,5660.0,1.24,1.09
Kepler-931 b,1.33,5241.0,0.81,0.86
WASP-102 b,14.90794433,5990.0,1.375,1.08
Kepler-485 b,14.41,5958.0,1.09,1.07
Kepler-1765 b,2.49508857,5692.0,1.064,0.946
Kepler-1670 b,3.3564801,5838.0,1.51889,1.05
Kepler-932 b,1.37,5331.0,0.84,0.87
TOI-6223 b,5.07,3895.0,0.576,0.582
TOI-6255 b,1.079,3421.0,0.37,0.353
Kepler-933 b,2.46,5346.0,0.84,0.87
Kepler-934 b,2.09,5001.0,0.77,0.81
Kepler-507 b,1.3,6113.0,1.32,1.16
TOI-815 c,2.62,4869.0,0.77,0.776
WASP-193 b,14.78464554,6080.0,1.213,1.018
LP 791-18 d,1.032,2960.0,0.182,0.139
Kepler-1766 b,2.27904508,5868.0,1.042,0.915
TOI-6303 b,11.59,3977.0,0.609,0.644
Kepler-935 b,1.35,4830.0,0.73,0.78
Kepler-936 b,1.45,5482.0,0.89,0.92
Kepler-937 b,3.72,6095.0,1.22,1.15
TOI-6324 b,1.059,3247.0,0.293,0.269
TOI-6330 b,10.89,3539.0,0.49,0.531
Kepler-1767 b,3.01299077,5243.0,0.831,0.887
Kepler-938 b,2.22,5533.0,0.89,0.92
Kepler-939 b,1.75,5471.0,0.85,0.88
Kepler-940 b,3.34,5769.0,0.96,0.97
TOI-6383 A b,11.29,3444.0,0.457,0.458
Kepler-941 b,3.08,5539.0,0.86,0.89
Kepler-917 b,1.91,5418.0,0.76,0.8
TOI-6420 b,11.93756445,6020.0,1.312,1.165
NGTS-33 b,18.38272835,7437.0,1.47,1.6
TOI-6448 b,8.47398941,5910.0,0.897,1.03
Kepler-918 b,1.74,6028.0,1.14,1.11
HD 207496 b,2.25,4819.0,0.769,0.8
Kepler-919 b,2.25,6113.0,1.21,1.15
K2-416 b,2.66,3746.0,0.554,0.548
K2-417 b,3.31,3861.0,0.5776,0.569
HD 15906 c,2.93,4757.0,0.762,0.79
TOI-2018 b,2.268,4174.0,0.62,0.57
TOI-6478 b,4.6,3230.0,0.234,0.23
Kepler-1760 b,2.28995546,5229.0,0.903,0.821
Kepler-1761 b,1.39109603,3871.0,0.532,0.573
Kepler-920 b,2.42,5403.0,0.85,0.89
Kepler-921 b,2.87,5663.0,0.91,0.93
HD 22946 d,2.607,6169.0,1.117,1.098
TOI-1470 c,2.47,3709.0,0.469,0.471
TOI-6109 b,4.8704,5660.0,1.021,1.03
Kepler-922 b,1.42,5671.0,0.93,0.95
Kepler-943 b,5.93,5612.0,0.91,0.93
Kepler-945 b,2.63,5718.0,0.97,0.97
Kepler-944 b,2.63,5409.0,0.83,0.86
TOI-4600 c,9.42,5170.0,0.81,0.89
Kepler-942 b,2.13,4861.0,0.75,0.81
TOI-6628 b,10.98480109,5463.0,1.01,0.97
TOI-198 b,1.36,3801.0,0.418,0.417
HIP 29442 c,1.551,5289.0,0.98,0.901
HIP 29442 d,1.538,5289.0,0.98,0.901
Kepler-1651 b,1.84,3713.0,0.503,0.522
HIP 113103 b,1.829,4930.0,0.742,0.761
HIP 113103 c,2.4,4930.0,0.742,0.761
TOI-6651 b,5.09,5940.0,1.721,1.323
Kepler-1777 b,2.13189678,5771.0,1.068,0.984
NGTS-35 b,10.9,4717.0,0.753,0.789
Kepler-1034 b,2.26,5198.0,0.8,0.83
TOI-6692 b,11.67975789,5890.0,1.385,1.047
TOI-6695 b,9.52763359,6400.0,1.517,1.338
Kepler-109 c,2.65,5950.0,1.387,1.094
Kepler-1978 b,2.67,5251.0,0.778,0.869
Kepler-951 b,5.59,4834.0,0.73,0.77
Kepler-323 c,1.57,6004.0,1.12,1.015
Kepler-1773 b,3.50469499,6183.0,1.3,1.241
Kepler-1024 b,3.91,5143.0,0.78,0.81
Kepler-967 b,2.35,5178.0,0.8,0.84
Kepler-49 c,2.444,4095.6,0.618,0.607
Kepler-975 b,1.48,4897.0,0.75,0.8
Kepler-1775 b,3.64762153,5818.0,1.647,1.149
GJ 806 b,1.331,3600.0,0.4144,0.413
HD 110067 b,2.2,5266.0,0.788,0.798
HD 110067 c,2.388,5266.0,0.788,0.798
HD 110067 d,2.852,5266.0,0.788,0.798
HD 110067 e,1.94,5266.0,0.788,0.798
HD 110067 f,2.601,5266.0,0.788,0.798
HD 110067 g,2.607,5266.0,0.788,0.798
HD 88986 b,2.49,5861.0,1.543,1.25
HD 63433 d,1.073,5688.0,0.912,0.99
Kepler-995 b,2.7,5206.0,0.8,0.83
Kepler-48 c,2.71,5194.0,0.89,0.88
TIC 393818343 b,12.18416202,5756.0,1.086,1.082
TOI-6894 b,9.5836785,3007.0,0.2276,0.207
TOI-238 c,2.18,5059.0,0.733,0.79
Kepler-1772 b,2.68609988,5541.0,0.934,0.942
Kepler-1671 b,1.32557381,5135.55,0.929771,0.866
Kepler-487 d,2.77513568,5422.0,0.887,0.874
Kepler-1060 b,2.38,5797.0,0.99,0.99
IRAS 04125+2902 b,10.73820351,4080.0,1.45,0.7
Kepler-1042 b,2.19,4815.0,0.72,0.75
Kepler-1026 b,2.21,4948.0,0.75,0.79
TIC 139270665 b,7.22979255,5844.0,1.016,1.035
TOI-1224 b,2.104,3326.0,0.404,0.4
TOI-1224 c,2.884,3326.0,0.404,0.4
NGTS-26 b,14.88552637,5550.0,1.16,0.96
Kepler-1032 b,1.87,4647.0,0.71,0.77
TOI-7009 b,3.71,4080.0,0.564,0.583
Kepler-11 d,3.12,5663.0,1.065,0.961
TIC 365102760 b,6.21,4900.0,3.13,1.17
TIC 241249530 b,13.29385111,6166.0,1.397,1.271
TIC 46432937 b,13.31626907,3572.0,0.5299,0.563
Kepler-1017 b,1.99,5473.0,0.87,0.93
TOI-1408 c,2.22,6117.0,1.53,1.312
Kepler-974 b,1.57,3687.0,0.5,0.52
TIC 4672985 b,11.5004142,5757.0,1.15,1.01
TOI-7041 b,11.43316031,4700.0,4.1,1.07
Kepler-955 b,3.13,5350.0,0.84,0.89
HD 21520 b,2.697,5871.0,1.044,1.09
HIP 67522 c,7.93595834,5675.0,1.38,1.22
TOI-5489 c,1.28,3547.0,0.42,0.41
Kepler-1672 b,2.97022762,6131.95,1.08841,1.16
Kepler-20 d,2.606,5495.0,0.9164,0.929
Kepler-20 b,1.773,5495.0,0.9164,0.929
Kepler-964 b,2.12,5427.0,0.84,0.93
TOI-7149 b,13.2,3363.0,0.351,0.344
TOI-7166 b,2.01,3099.0,0.222,0.19
Kepler-970 b,2.609,4290.0,0.71,0.67
TOI-2443 b,2.363,4375.0,0.631,0.642
Kepler-959 b,4.38,7005.0,2.01,1.6
Kepler-1051 b,3.4,6675.0,1.73,1.43
Kepler-1774 b,3.18179549,6214.0,1.122,1.101
Kepler-1675 b,3.12483349,5853.19,1.12865,1.06
Kepler-105 c,1.44,5933.0,1.026,0.991
Kepler-971 b,2.13,5431.0,0.85,0.88
Kepler-950 b,8.98,5857.0,1.02,1.02
Kepler-1783 b,1.31946731,5129.0,1.781,0.887
ZTF J1230-2655 b,13.78704626,10000.0,0.0123,0.646
ZTF J1828+2308 b,11.13051784,15900.0,0.0131,0.61
Kepler-26 c,2.72,3914.0,0.512,0.544
Kepler-996 b,1.98,6014.0,1.14,1.09
Kepler-1029 b,1.26,5030.0,0.77,0.82
Kepler-948 b,1.85,5679.0,0.94,0.96
Kepler-1057 b,3.36,5987.0,1.1,1.07
TOI-7384 b,3.56,3185.0,0.319,0.318
Kepler-1059 b,1.73,4906.0,0.72,0.75
Kepler-965 b,3.38,5886.0,1.15,1.05
Kepler-952 b,7.65,5730.0,0.99,1.0
Kepler-1048 b,1.61,4651.0,0.7,0.75
Kepler-102 d,1.154,4909.0,0.724,0.803
TIC 434398831 b,3.51,5638.0,0.909,0.992
Kepler-988 b,2.07,4005.0,0.53,0.55
TIC 434398831 c,5.63,5638.0,0.909,0.992
Kepler-977 b,2.62,5315.0,0.83,0.87
TIC 88785435 b,5.03,3998.0,0.911,0.724
Kepler-947 b,2.28,5508.0,0.87,0.9
Kepler-1781 b,2.38091029,5568.0,0.957,1.053
HD 224018 c,2.42,5784.0,1.147,1.013
HD 224018 d,2.4,5784.0,1.147,1.013
TOI-5799 c,1.76,3452.0,0.321,0.325
TOI-1203 b,1.52,5737.0,1.179,0.886
NGTS-32 b,15.91675259,5680.0,1.85,1.07
Kepler-107 c,1.597,5854.0,1.447,1.238
Kepler-1021 b,2.33,5431.0,0.86,0.89
Kepler-1006 b,1.54,5328.0,0.74,0.78
TOI-7510 b,7.31,5720.0,1.035,1.063
TOI-7510 c,10.81,5720.0,1.035,1.063
TOI-7510 d,10.52,5720.0,1.035,1.063
Kepler-1009 b,2.17,4027.0,0.57,0.59
Kepler-1035 b,1.17,5763.0,0.97,0.98
Kepler-986 b,2.36,5642.0,0.98,0.96
Kepler-1780 b,3.60600667,5403.0,0.868,0.868
Kepler-978 b,2.99,6002.0,1.09,1.07
Kepler-1002 b,1.71,6144.0,1.57,1.22
TOI-1472 c,3.334,5100.0,0.84,0.87
Kepler-1005 b,1.5,5782.0,1.06,1.0
NGTS-34 b,3.65,6134.0,1.367,1.266
Kepler-1015 b,3.55,6769.0,1.81,1.49
Kepler-1769 b,4.465,6071.0,1.295,1.061
Kepler-972 b,4.65,6146.0,1.22,1.15
Kepler-11 e,4.19,5663.0,1.065,0.961
Kepler-1770 b,2.84141754,5602.0,1.009,0.941
TOI-5789 c,2.86,5185.0,0.833,0.821
Kepler-961 b,2.55,5582.0,0.9,0.96
LHS 1903 e,1.732,3664.0,0.539,0.538
TOI-4336 A c,1.251,3307.0,0.326,0.306
Kepler-1778 b,3.01665969,6310.0,1.095,1.143
Kepler-1025 b,1.98,6089.0,1.13,1.09
Kepler-107 b,1.536,5854.0,1.447,1.238
Kepler-1782 b,2.22927435,4931.0,0.734,0.794
Kepler-985 b,2.98,5434.0,0.85,0.91
Kepler-946 b,1.93,5665.0,0.93,0.94
Kepler-1014 b,2.39,5388.0,0.84,0.88
Kepler-1010 b,2.32,5253.0,0.82,0.86
Kepler-1038 b,3.53,5335.0,0.83,0.87
Kepler-993 b,2.97,3843.0,0.54,0.57
Kepler-1013 b,2.15,4954.0,0.76,0.81
Kepler-1054 b,2.63,6209.0,1.34,1.22
Kepler-1033 b,2.51,5547.0,0.92,0.94
Kepler-953 b,4.21,5416.0,0.99,0.95
Kepler-1784 b,2.79936489,5442.0,0.974,0.887
Kepler-1768 b,2.23346338,6050.0,1.572,1.24
Kepler-37 d,2.03,5357.0,0.789,0.79
Kepler-1003 b,1.78,6109.0,1.17,1.11
Kepler-1055 b,1.23,5723.0,0.94,0.98
Kepler-1008 b,1.28,5066.0,0.78,0.81
Kepler-1045 b,2.69,5301.0,0.82,0.86
Kepler-983 b,2.36,6052.0,1.08,1.13
Kepler-980 b,2.67,5935.0,1.06,1.05
Kepler-963 b,2.66,5461.0,0.87,0.91
Kepler-1674 b,3.2057749,5473.91,0.877273,0.96
Kepler-1039 b,1.46,4870.0,0.74,0.79
Kepler-1018 b,2.58,5518.0,0.88,0.91
Kepler-1779 b,3.03295685,5730.0,1.056,1.008
Kepler-1030 b,2.48,4983.0,0.76,0.8
Kepler-1058 b,2.72,4644.0,0.69,0.73
Kepler-1007 b,1.44,4587.0,0.7,0.73
Kepler-1016 b,2.18,5821.0,1.0,0.99
Kepler-958 b,2.06,5421.0,0.86,0.91
Kepler-987 b,3.26,5637.0,0.91,0.97
Kepler-999 b,2.34,6237.0,1.65,1.29
Kepler-962 b,1.97,5478.0,0.86,0.93
Kepler-1020 b,2.28,5227.0,0.8,0.87
Kepler-984 b,2.12,5610.0,0.93,0.96
Kepler-479 b,2.12,5247.0,0.81,0.86
Kepler-1012 b,1.29,5556.0,0.91,0.95
Kepler-949 b,2.91,5403.0,0.86,0.89
Kepler-979 b,2.72,5310.0,0.83,0.87
Kepler-1996 c,2.81,4580.0,0.675,0.748
Kepler-982 b,2.25,6139.0,1.29,1.16
Kepler-1044 b,2.67,5985.0,1.11,1.08
Kepler-66 b,2.8,5962.0,0.966,1.038
Kepler-1052 b,2.93,5888.0,1.03,1.03
Kepler-93 b,1.478,5669.0,0.919,0.911
Kepler-960 b,2.29,4755.0,0.72,0.77
Kepler-976 b,3.96,5232.0,0.83,0.87
Kepler-409 b,1.199,5421.0,0.897,0.913
Kepler-1011 b,2.87,5416.0,0.88,0.91
Kepler-990 b,2.6,5948.0,1.08,1.05
Kepler-1056 b,3.01,6127.0,1.2,1.12
Kepler-493 b,15.13,6457.0,1.54,1.36
KOI-1783.01,8.86,5922.0,1.143,1.076
Kepler-1022 b,2.36,4445.0,0.68,0.71
Kepler-1046 b,1.71,5913.0,1.04,1.04
Kepler-1000 b,4.76,6453.0,1.51,1.4
Kepler-1776 b,2.61157023,5872.0,1.153,1.041
Kepler-1677 b,2.70216183,6013.72,1.24959,1.11
Kepler-473 b,4.08,5816.0,1.34,1.06
Kepler-1037 b,1.28,5105.0,0.78,0.82
Kepler-989 b,2.21,5074.0,0.78,0.82
Kepler-1019 b,1.46,4433.0,0.67,0.7
Kepler-497 b,6.04,5834.0,1.11,1.09
Kepler-994 b,1.6,3934.0,0.54,0.56
Kepler-1043 b,2.55,5629.0,0.9,0.92
Kepler-992 b,1.62,4944.0,0.74,0.8
Kepler-981 b,2.31,5718.0,0.96,0.98
Kepler-969 b,2.07,5214.0,0.82,0.92
Kepler-954 b,2.32,4990.0,0.76,0.82
Kepler-1709 b,3.12424875,5918.0,1.043,1.003
Kepler-1040 b,2.08,5694.0,0.96,0.98
Kepler-447 b,18.49,5493.0,1.05,1.0
Kepler-1050 b,1.6,6010.0,1.13,1.09
Kepler-1001 b,3.15,5491.0,0.88,0.9
Kepler-1673 b,2.9355194,6014.95,1.13166,1.11
Kepler-957 b,5.5,4963.0,0.75,0.81
Kepler-1771 b,4.05537256,5661.0,0.934,0.941
Kepler-956 b,3.0,6040.0,1.15,1.1
Kepler-998 b,2.32,6058.0,1.18,1.12
Kepler-45 b,10.76,3820.0,0.55,0.59
Kepler-1041 b,2.94,5957.0,1.08,1.06
Kepler-991 b,2.54,4392.0,0.61,0.64
Kepler-1023 b,2.63,5494.0,0.89,0.93
Kepler-1028 b,1.33,5522.0,0.87,0.9
Kepler-1004 b,6.28,4972.0,3.39,1.11
Kepler-997 b,1.36,6150.0,1.56,1.22
Kepler-973 b,1.96,5213.0,0.78,0.86
Kepler-1036 b,3.01,5533.0,0.89,0.95
Kepler-65 c,2.58,6211.0,1.41,1.25
Kepler-968 b,2.0,4598.0,0.7,0.76
Kepler-966 b,4.13,5840.0,1.02,1.02
Kepler-1061 b,1.98,6067.0,1.07,1.09
Kepler-1047 b,2.09,5754.0,1.13,1.08
Kepler-1062 b,1.76,4597.0,0.7,0.75
Kepler-1063 b,1.49,5945.0,1.14,1.09
Kepler-1112 b,3.02,6496.0,1.54,1.34
Kepler-91 b,15.322703,4550.0,6.3,1.31
Kepler-1113 b,2.81,5931.0,1.17,1.12
Kepler-1114 b,1.35,5374.0,0.83,0.87
Kepler-1115 b,1.7,8480.0,1.73,1.6
Kepler-1116 b,2.54,5641.0,0.93,0.95
Kepler-1117 b,1.11,5612.0,0.93,0.95
Kepler-1118 b,2.74,5688.0,0.97,0.96
Kepler-1119 b,1.92,6083.0,1.17,1.11
Kepler-1120 b,1.38,4904.0,0.74,0.78
Kepler-1121 b,1.91,6231.0,1.59,1.29
Kepler-1979 b,29.33,5942.0,0.938,1.028
Kepler-1786 b,3.16305828,5808.0,1.397,1.058
Kepler-1122 b,2.04,5544.0,0.89,0.92
Kepler-1799 b,4.12801189,5831.0,0.921,1.016
Kepler-1123 b,1.67,5500.0,0.9,0.93
Kepler-1124 b,1.28,3658.0,0.34,0.35
Kepler-1125 b,1.84,5683.0,0.94,0.95
Kepler-1068 b,3.63,5806.0,1.01,1.01
Kepler-1126 b,1.73,5798.0,0.93,0.92
Kepler-1127 b,1.96,5664.0,0.95,0.97
Kepler-427 b,13.79,5800.0,1.35,0.96
Kepler-1128 b,3.65,5543.0,0.91,0.94
Kepler-1129 b,2.96,5831.0,1.0,1.0
Kepler-1131 b,1.59,5851.0,1.04,1.03
Kepler-1801 b,2.70926154,5738.0,0.981,0.936
Kepler-1132 b,2.35,5298.0,0.83,0.87
Kepler-1133 b,1.97,5569.0,0.9,0.93
Kepler-1069 b,1.6,5722.0,0.98,0.99
Kepler-1804 b,1.59615726,5109.0,1.671,0.929
Kepler-1134 b,2.64,5281.0,0.81,0.84
Kepler-462 b,3.0,7500.0,1.57,1.59
Kepler-1135 b,1.85,5656.0,0.94,0.96
Kepler-1070 b,1.73,6261.0,1.32,1.21
Kepler-1805 b,1.54502915,3867.0,0.552,0.581
Kepler-478 b,2.71,5210.0,0.8,0.85
Kepler-1136 b,1.64,4512.0,0.68,0.72
Kepler-1137 b,2.2,6807.0,1.84,1.5
Kepler-1806 b,2.35560189,5311.0,0.788,0.884
Kepler-1138 b,1.7,5582.0,0.92,0.95
Kepler-1071 b,2.38,5215.0,0.81,0.86
Kepler-1139 b,1.19,5550.0,0.91,0.94
Kepler-1807 b,2.70393215,6455.0,1.496,1.087
Kepler-1140 b,2.77,4850.0,0.73,0.76
Kepler-1142 b,1.47,5685.0,0.96,0.97
Kepler-1143 b,1.67,5053.0,0.77,0.81
Kepler-1072 b,1.58,6199.0,1.32,1.2
Kepler-490 b,11.65,6045.0,1.12,1.08
Kepler-1144 b,1.99,5753.0,0.96,0.98
Kepler-1145 b,1.4,5064.0,0.75,0.79
Kepler-1146 b,1.23,4692.0,0.7,0.74
Kepler-1808 b,3.02511302,5530.0,0.892,0.773
Kepler-1809 b,1.513,4901.0,0.716,0.807
Kepler-1147 b,2.61,5941.0,1.14,1.09
Kepler-1148 b,1.69,5054.0,0.77,0.81
Kepler-1149 b,1.44,5833.0,1.01,1.02
Kepler-1150 b,1.02,4754.0,0.72,0.76
