pl_name,pl_rade,st_teff,st_rad,st_mass
Kepler-643 b,10.16,4908.0,2.52,1.0
Kepler-711 b,3.41,5222.0,0.8,0.84
Kepler-1718 b,2.5685207,5731.0,0.906,0.846
Kepler-434 b,12.67,5977.0,1.38,1.198
Kepler-712 b,3.41,5148.0,0.78,0.84
Kepler-1628 b,6.43,3724.0,0.52,0.55
Kepler-1630 b,2.19,4736.0,0.63,0.66
Kepler-1631 b,1.35,5679.0,0.95,0.97
Kepler-1632 b,2.47,6137.0,1.19,1.12
Kepler-54 b,2.1,3705.0,0.5,0.51
Kepler-472 b,3.22,4996.0,0.78,0.85
Kepler-713 b,2.48,5785.0,0.99,0.98
Kepler-435 b,22.31,6161.0,3.21,1.538
Kepler-714 b,9.67,5995.0,1.12,1.09
Kepler-1633 b,1.58,6256.0,1.32,1.2
Kepler-605 b,1.44,5462.0,0.88,0.91
Kepler-1634 b,3.19,5474.0,0.89,0.92
Kepler-1635 b,3.64,5347.0,0.85,0.89
Kepler-715 b,3.75,5871.0,1.04,1.04
Kepler-716 b,2.9,5099.0,0.78,0.83
Kepler-717 b,2.42,5485.0,0.85,0.88
Kepler-644 b,3.15,6747.0,1.81,1.49
Kepler-1636 b,3.23,5797.0,1.02,1.01
Kepler-718 b,16.56,6191.0,1.3,1.18
Kepler-1730 b,4.48524519,5942.0,1.142,1.009
Kepler-585 b,2.83,5593.0,0.93,0.96
Kepler-1638 b,1.87,5710.0,0.95,0.97
Kepler-1639 b,2.58,6150.0,1.18,1.12
Kepler-719 b,8.52,5777.0,0.98,0.99
Kepler-559 b,3.61,5630.0,0.95,0.96
Kepler-186 c,1.25,3788.0,0.472,0.478
Kepler-645 b,2.1,6170.0,1.21,1.13
Kepler-1989 b,4.62,6032.0,1.06,0.999
Kepler-720 b,8.41,5618.0,0.92,0.95
Kepler-547 b,4.0,4828.0,0.73,0.78
Kepler-646 b,1.99,5634.0,0.91,0.93
Kepler-606 b,3.31,6161.0,1.22,1.13
Kepler-103 b,3.4857,6047.0,1.492,1.212
Kepler-721 b,2.64,5075.0,0.78,0.82
Kepler-1981 b,9.23,5874.0,3.006,1.519
Kepler-647 c,4.00135002,5906.74,1.54571,1.07
Kepler-722 b,2.63,5863.0,1.05,1.03
Kepler-1640 b,4.82,6324.0,1.43,1.27
Kepler-723 b,12.19,5539.0,0.89,0.92
Kepler-1641 b,3.11,6152.0,1.19,1.12
Kepler-1641 c,2.95,6152.0,1.19,1.12
Kepler-607 c,2.76001201,5244.0,0.888,0.808
Kepler-1642 b,3.2,5355.0,0.84,0.88
Kepler-1642 c,2.66,5355.0,0.84,0.88
Kepler-608 b,3.64,5820.0,1.01,1.0
Kepler-311 d,2.05,5903.0,1.156,0.974
Kepler-1643 b,2.32,4916.0,0.855,0.845
Kepler-609 b,3.35,5971.0,1.14,1.09
Kepler-724 b,3.29,5437.0,0.86,0.9
Kepler-725 b,10.8,5395.0,0.88,0.95
Kepler-475 b,2.49,5009.0,0.79,0.86
Kepler-540 b,2.71,5946.0,1.08,1.02
Kepler-1644 b,1.88,5499.0,0.86,0.89
Kepler-1645 b,1.78,5812.0,1.02,1.02
Kepler-1052 c,2.3,5818.0,0.848,0.937
Kepler-726 b,3.26,5452.0,0.85,0.88
Kepler-1143 c,3.6,5053.0,0.77,0.81
Kepler-1834 c,1.22,4821.0,0.788,0.765
Kepler-401 d,2.27,6184.0,1.29,1.17
Kepler-1388 d,2.86,4098.0,0.61,0.63
Kepler-1388 e,2.46,4098.0,0.61,0.63
Kepler-648 b,3.22,5741.0,0.98,1.05
Kepler-1482 b,1.01,5381.0,0.84,0.88
Kepler-1491 c,2.44,5626.0,1.389,0.991
Kepler-649 b,2.26,5871.0,0.94,0.97
KOI-3503 c,1.21,6001.0,1.255,0.858
Kepler-1534 b,1.89,5442.0,0.86,0.9
Kepler-176 e,1.45,5295.0,0.83,0.87
Kepler-177 c,8.73,5732.0,1.324,0.921
Kepler-610 b,4.19,5943.0,1.13,1.1
Kepler-1600 b,3.13,5214.0,0.82,0.86
Kepler-109 b,2.49,5950.0,1.387,1.094
Kepler-727 b,2.53,5441.0,0.86,0.89
Kepler-1518 b,3.05,6846.0,1.88,1.54
Kepler-1518 c,2.9,6432.0,1.345,1.06
Kepler-560 b,1.72,3556.0,0.33,0.34
Kepler-1185 b,1.33,5622.0,0.87,0.96
Kepler-347 d,3.04,5592.0,1.451,1.0
Kepler-650 b,2.96,5849.0,1.35,1.08
Kepler-728 b,3.34,5660.0,0.93,0.95
Kepler-561 b,6.96,5646.0,0.94,0.96
Kepler-1721 b,3.11856756,5351.0,0.796,0.89
Kepler-62 d,1.95,4925.0,0.64,0.69
Kepler-191 d,2.28,5215.0,0.8,0.84
Kepler-611 b,1.65,5761.0,1.01,1.01
Kepler-729 b,3.58,5633.0,0.91,0.94
Kepler-425 b,10.962,5170.0,0.86,0.93
Kepler-548 b,11.99,5535.0,0.9,0.93
Kepler-730 b,12.3299,5620.0,1.411,1.047
Kepler-586 b,2.79,5575.0,0.92,0.94
Kepler-731 b,13.88,5849.0,1.06,1.03
Kepler-49 b,2.579,4095.6,0.618,0.607
Kepler-1726 b,2.50861954,5316.0,0.804,0.876
Kepler-612 b,2.84,5693.0,0.96,0.98
Kepler-31 b,5.5,6340.0,1.22,1.21
Kepler-732 b,2.18,3631.0,0.46,0.49
Kepler-733 b,2.82,5418.0,0.86,0.9
Kepler-96 b,2.67,5690.0,1.02,1.0
Kepler-33 d,5.35,5904.0,1.82,1.291
Kepler-39 b,13.9,6350.0,1.4,1.29
Kepler-734 b,3.56,5326.0,0.78,0.85
Kepler-735 b,2.95,5107.0,0.8,0.85
Kepler-736 b,2.93,5217.0,0.81,0.86
Kepler-613 b,2.29,5723.0,0.96,0.98
KOI-142 b,3.438,5466.0,0.897,0.99
Kepler-651 b,2.37,5522.0,0.87,0.92
Kepler-562 b,5.21,5575.0,0.9,0.93
Kepler-563 b,3.09,5066.0,0.77,0.8
Kepler-1666 b,2.88273782,6293.0,1.14586,1.23
Kepler-614 b,2.39,5268.0,0.81,0.85
Kepler-615 b,1.74,4655.0,0.69,0.73
Kepler-506 b,2.73,6236.0,1.19,1.19
Kepler-652 b,2.49,5490.0,0.88,0.97
Kepler-737 b,1.96,3813.0,0.48,0.51
Kepler-738 b,2.5,5327.0,0.82,0.86
HAT-P-7 b,16.92559,6389.0,2.0,1.56
Kepler-739 b,3.32,5601.0,0.9,0.93
Kepler-32 b,2.2,3900.0,0.53,0.58
Kepler-1646 b,1.23,3299.0,0.26,0.24
Kepler-740 b,4.57,5438.0,0.87,0.91
Kepler-741 b,2.97,6129.0,1.24,1.16
Kepler-564 b,4.63,5626.0,0.92,0.95
Kepler-653 b,1.95,5665.0,1.19,1.02
Kepler-742 b,3.24,4642.0,0.71,0.76
Kepler-148 d,8.68,5172.0,0.81,0.86
Kepler-1723 b,2.88046569,6072.0,1.01,0.96
Kepler-452 b,1.63,5757.0,1.11,1.037
Kepler-433 b,16.25,6360.0,2.26,1.46
Kepler-616 b,2.43,5753.0,0.97,0.98
Kepler-654 b,2.07,5865.0,1.11,1.04
Kepler-655 b,2.71,6170.0,1.24,1.15
Kepler-48 b,1.88,5194.0,0.89,0.88
Kepler-565 b,3.64,5735.0,0.95,0.98
Kepler-1720 b,3.21585295,5573.0,0.839,0.939
Kepler-549 d,4.2,5312.0,0.986,0.859
Kepler-7 b,18.180998,5933.0,1.966,1.359
Kepler-656 b,3.12,5281.0,0.82,0.86
Kepler-587 b,2.23,5549.0,0.89,0.92
Kepler-657 b,3.52,5808.0,1.01,1.01
Kepler-623 b,3.01,5443.0,0.86,0.9
Kepler-29 b,2.55,5378.0,0.732,0.761
Kepler-658 b,1.63,4103.0,0.6,0.63
Kepler-617 b,1.32,3712.0,0.48,0.51
Kepler-659 b,2.5,4870.0,0.74,0.79
KOI-7368 b,2.22,5241.0,0.874,0.879
Kepler-40 b,13.11,6510.0,2.13,1.48
Kepler-1999 b,3.29,4406.0,0.628,0.632
Kepler-588 b,2.63,5835.0,1.0,1.01
Kepler-589 b,2.27,5296.0,0.83,0.88
Kepler-660 b,2.57,4779.0,0.71,0.75
Kepler-661 b,3.07,4483.0,0.67,0.7
Kepler-496 b,2.32,5293.0,0.82,0.86
Kepler-566 b,2.15,5132.0,0.79,0.83
Kepler-550 b,4.42,5322.0,0.83,0.87
Kepler-662 b,2.18,4897.0,0.74,0.79
Kepler-1724 b,2.83677238,6092.0,0.943,1.016
Kepler-663 b,2.6,5264.0,0.82,0.86
Kepler-551 b,2.73,4286.0,0.63,0.65
Kepler-487 b,11.42,5444.0,0.88,0.91
Kepler-618 b,2.6,5860.0,1.08,1.05
K2-44 b,2.433,5912.0,1.58,1.15
K2-46 b,2.05,6256.0,1.29,0.96
K2-8 c,2.41,4870.0,0.74,0.78
K2-27 b,4.74,5246.0,0.876,0.88
K2-35 c,1.93,4402.71,0.619575,0.701968
Kepler-664 b,2.66,5754.0,1.02,1.01
Kepler-552 b,3.95,5863.0,1.04,1.03
K2-42 b,2.15,4613.0,0.643,0.702
K2-43 b,4.51,3840.6,0.542,0.571
K2-45 b,6.71,4103.0,0.445,0.503
K2-164 b,3.24925008,5791.0,2.196069,1.180894
K2-19 d,1.044,5350.0,0.824,0.892
Kepler-590 b,4.02,6000.0,1.15,1.1
K2-35 b,1.32,4402.71,0.619575,0.701968
K2-47 b,1.89,5054.0,0.76,0.75
K2-48 b,2.24,4899.0,0.73,0.77
K2-49 b,1.93,4175.0,0.45,0.51
K2-36 c,3.2,4916.0,0.718,0.79
K2-36 b,1.43,4916.0,0.718,0.79
Kepler-74 b,10.76,6000.0,1.12,1.18
Kepler-567 b,2.25,5148.0,0.79,0.84
K2-50 b,1.59,4326.0,0.546,0.611
WASP-85 A b,13.89916,6112.0,0.935,1.09
Kepler-553 b,4.74139884,5191.0,0.902,0.889
K2-24 c,7.5,5625.0,1.16,1.07
K2-24 b,5.4,5625.0,1.16,1.07
K2-52 b,18.0,7147.0,2.192,1.691
Kepler-591 b,3.39,5677.0,0.94,0.97
K2-37 c,2.41,5352.0,0.809,0.84
K2-37 d,2.31,5352.0,0.809,0.84
K2-37 b,1.39,5352.0,0.809,0.84
K2-31 b,11.88154,5280.0,0.78,0.91
K2-365 b,2.906,5561.0,1.051,0.823
Kepler-619 b,3.16,5980.0,1.11,1.09
K2-53 b,2.6,5263.0,0.807,0.851
K2-32 b,5.299,5271.0,0.86,0.83
K2-32 d,3.484,5271.0,0.86,0.83
K2-32 c,3.134,5271.0,0.86,0.83
K2-366 b,2.359,5601.0,0.94,0.825
Kepler-665 b,2.6,4913.0,0.74,0.79
K2-33 b,5.04,3540.0,1.05,0.56
K2-289 b,9.1,5529.0,1.025,0.953
K2-167 b,2.36509493,6310.0,1.499,1.084
K2-55 b,4.43,4300.0,0.715,0.688
Kepler-568 b,2.26,3768.0,0.53,0.55
K2-168 b,1.86,5502.7,0.83,0.877
K2-169 b,1.27328671,5548.0,0.919053,0.986144
K2-170 c,1.8017647,5748.0,0.981614,0.963657
K2-170 b,1.41817537,5748.0,0.981614,0.963657
K2-265 b,1.70824866,5420.0,0.92,0.901
Kepler-569 b,3.16,5616.0,0.93,0.95
K2-57 b,2.30905002,4413.0,0.671,0.699
K2-58 b,2.68,5413.0,0.86,0.89
K2-58 c,1.62,5413.0,0.86,0.89
K2-58 d,1.71,5413.0,0.86,0.89
K2-59 b,2.41,5055.0,0.731,0.774
K2-59 c,2.3,5055.0,0.731,0.774
K2-60 b,7.655747,5500.0,1.12,0.97
K2-61 b,1.92,5748.0,0.995,0.97
K2-171 b,2.68657205,5250.0,1.717458,0.891587
K2-367 b,2.413,4348.0,0.625,0.756
K2-172 c,3.20569097,5569.0,0.868889,0.934356
Kepler-592 b,2.39,5913.0,1.04,1.04
K2-172 b,1.66608079,5569.0,0.868889,0.934356
K2-62 b,2.02,4455.0,0.696,0.67
K2-62 c,1.99,4455.0,0.696,0.67
K2-63 c,3.9,6771.0,1.63,1.4
K2-63 b,3.22,6771.0,1.63,1.4
K2-64 b,2.07,5312.0,0.726,0.741
K2-368 b,1.332,4663.0,0.663,0.746
Kepler-593 b,2.87,5967.0,1.1,1.08
K2-65 b,1.58,5213.0,0.84,0.87
K2-369 b,1.313,5682.0,0.881,0.735
K2-66 b,2.49,5887.0,1.67,1.11
K2-68 b,1.58,4746.0,0.675,0.73
K2-69 b,2.32,4127.0,0.491,0.551
K2-70 b,2.89,5622.0,0.93,0.94
Kepler-570 b,2.45,5496.0,0.9,0.93
K2-71 b,2.15,4006.0,0.426,0.477
K2-72 b,1.08,3360.47,0.330989,0.271365
K2-73 b,2.58,5867.0,1.058,1.02
K2-39 b,6.27704,4881.0,2.97,0.66
K2-74 b,2.31,6060.0,0.98,0.96
EPIC 206317286 c,2.094,4752.0,0.758,0.832
K2-28 b,2.32,3214.0,0.288,0.257
Kepler-1976 b,12.21,5712.0,1.082,0.976
K2-75 b,2.67,5995.0,1.56,1.16
K2-75 c,2.77,5995.0,1.56,1.16
Kepler-666 b,2.4,5887.0,1.05,1.03
K2-85 b,1.4,4232.0,0.71,0.7
K2-54 b,2.6116925,3990.0,0.643,0.615
K2-72 c,1.16,3360.47,0.330989,0.271365
K2-72 d,1.01,3360.47,0.330989,0.271365
K2-72 e,1.29,3360.47,0.330989,0.271365
Kepler-667 b,4.73,5327.0,0.87,0.91
K2-77 b,2.4996027,5160.0,0.792,0.847
K2-79 b,4.15,5897.0,1.269,1.06
K2-80 b,2.01,5441.0,0.87,0.9
K2-80 c,1.47,5441.0,0.87,0.9
K2-81 b,1.97,4674.13,0.634663,0.745273
K2-83 b,1.244,3910.0,0.424,0.484
Kepler-668 b,2.7,5352.0,0.82,0.87
K2-83 c,1.483,3910.0,0.424,0.484
K2-174 b,2.6,4455.0,0.676,0.7
K2-84 b,2.41,5652.0,0.93,0.95
K2-84 c,2.03,5652.0,0.93,0.95
K2-86 b,1.96,5482.0,0.76,0.79
Kepler-669 b,4.83,6038.0,1.2,1.15
K2-87 b,7.6,5747.0,1.401,1.164
K2-88 b,1.23,3537.0,0.256,0.258
K2-111 b,1.837,5775.0,1.25,0.84
K2-90 b,2.6,4484.0,0.619,0.629
K2-90 c,1.3,4421.98,0.634754,0.704613
Kepler-670 b,13.18,5709.0,0.99,0.99
K2-91 b,1.1,3622.0,0.284,0.292
K2-354 b,1.56,3669.0,0.41,0.43
K2-180 b,2.46597575,5365.0,0.719,0.735
K2-117 b,2.03,3778.0,0.51,0.54
K2-97 b,13.45077684,4673.0,4.14,1.17
K2-181 b,2.69,5528.0,1.06,0.96
K2-182 b,2.71257333,5128.0,0.789,0.823
K2-98 b,5.06645928,6260.0,1.518,1.246
K2-371 b,13.024,4925.0,0.736,0.958
Kepler-671 b,2.69,5624.0,0.95,0.97
K2-330 b,2.77,6232.0,1.5,1.23
K2-268 c,2.69,5106.0,0.78,0.84
K2-114 b,10.59248676,4899.0,0.832,0.863
K2-115 b,11.80305668,5870.0,0.855,0.918
K2-372 b,2.945,5479.0,0.922,0.847
K2-269 b,1.57,6209.0,1.45,1.16
K2-419 A b,10.55,3711.0,0.541,0.562
K2-105 b,3.4,5373.0,0.905,0.94
K2-270 c,2.95,4877.0,0.77,0.85
K2-332 b,2.2,3315.0,0.28,0.27
K2-184 b,1.47,5245.0,0.75,0.84
K2-271 b,7.28,5644.0,0.99,0.83
K2-108 b,5.33,5599.0,1.76,1.17
K2-335 b,2.21,6222.0,1.33,1.23
K2-336 b,1.22,5424.0,0.8,0.86
K2-337 b,2.62,5869.0,1.32,0.94
K2-119 b,2.53,4740.0,0.71,0.76
K2-338 b,1.03,4558.0,0.63,0.66
K2-272 b,3.13,5397.0,0.83,0.86
K2-121 b,7.16,4526.0,0.675,0.71
K2-273 b,3.05,5161.0,0.85,0.89
K2-340 b,3.36,5532.0,1.13,0.93
Kepler-571 b,2.64,5527.0,0.9,0.93
K2-146 b,2.05,3385.0,0.33,0.331
EPIC 211945201 b,5.76,6069.0,1.39,1.17
K2-104 b,1.79,3712.0,0.48,0.51
K2-100 b,3.88,5945.0,1.24,1.15
K2-375 b,2.243,5822.0,1.543,1.119
Kepler-672 b,2.5,5627.0,0.92,0.95
K2-122 b,1.16,4009.0,0.59,0.63
K2-274 b,2.08,5044.0,0.7,0.79
K2-123 b,2.76,4035.0,0.59,0.62
K2-345 b,2.11,3779.0,0.52,0.56
K2-276 b,3.77,5139.0,0.85,0.82
K2-346 b,2.26,4801.0,0.7,0.71
K2-124 b,2.9,3570.0,0.388,0.39
K2-347 b,2.41,4599.0,0.63,0.66
K2-188 c,2.83,5977.0,1.19,1.06
EPIC 212297394 c,2.27,5171.0,0.8,0.83
Kepler-538 b,2.215,5534.0,0.8717,0.892
K2-277 b,2.18575124,5680.0,0.973,0.974
K2-189 c,2.31,5442.0,0.879,0.85
K2-278 b,2.98,6747.0,1.61,1.4
K2-349 b,1.38,4385.0,0.49,0.54
K2-350 c,2.74,5789.0,1.04,0.98
Kepler-594 b,2.18,5485.0,0.87,0.91
K2-126 b,1.97,4339.0,0.65,0.69
K2-190 b,1.35673729,5631.0,0.912206,0.904597
K2-191 b,1.57889322,5176.0,0.839696,0.900994
K2-110 b,2.592,5010.0,0.713,0.738
K2-351 b,2.54,5769.0,1.05,1.02
K2-127 b,8.37,4575.0,0.66,0.72
K2-192 b,1.52,5222.0,0.81,0.9
K2-378 b,2.88,4823.0,0.732,0.923
K2-193 b,3.95,5817.0,0.98,1.01
EPIC 212587672 c,2.32,6004.0,0.98,0.99
Kepler-154 d,3.84,5769.0,0.98,0.98
K2-194 b,3.64229858,5979.0,1.281115,1.110086
K2-195 b,3.13,5713.0,0.99,0.94
K2-197 b,2.56,5667.0,0.93,1.0
EPIC 212737443 b,2.586,4684.0,0.673,0.69
Kepler-52 c,1.84,4075.0,0.52,0.54
K2-279 b,1.21,5558.0,0.86,0.79
K2-99 b,11.88151954,6069.0,2.55,1.44
K2-200 b,1.3643987,5233.0,0.791736,0.860208
K2-275 b,2.34,4841.0,0.69,0.77
K2-275 c,2.21,4841.0,0.69,0.77
K2-198 c,1.423,5212.9,0.757,0.799
K2-198 d,2.438,5212.9,0.757,0.799
K2-198 b,4.189,5212.9,0.757,0.799
K2-199 b,1.73,4491.0,0.682,0.711
K2-199 c,2.85,4491.0,0.682,0.711
Kepler-673 b,6.54,5355.0,0.84,0.88
K2-173 b,1.60826194,5580.0,0.843154,0.881538
Kepler-501 b,4.3,5904.0,1.04,1.03
K2-179 b,2.51267885,5015.0,0.768067,0.824345
Kepler-674 b,1.69,4192.0,0.57,0.6
K2-377 b,1.693,4200.0,0.691,0.821
Kepler-730 c,1.56926,5620.0,1.411,1.047
Kepler-675 b,2.44,4945.0,0.75,0.79
Kepler-676 b,3.04,3701.0,0.49,0.51
Kepler-1649 c,1.06,3240.0,0.2317,0.1977
Kepler-677 b,5.38,5723.0,0.99,1.0
Kepler-678 b,5.14,5520.0,0.91,0.94
Kepler-483 b,3.21,6346.0,1.47,1.28
Kepler-572 b,2.58,5212.0,0.79,0.83
Kepler-679 b,3.01,5403.0,0.84,0.87
Kepler-680 b,2.42,5890.0,1.11,1.08
Kepler-100 c,2.2,5825.0,1.49,1.08
Kepler-1704 b,11.94877343,5746.0,1.697,1.132
Kepler-681 b,3.08,5021.0,0.76,0.8
Kepler-573 b,2.79,5746.0,1.02,0.99
Kepler-620 b,3.32,6155.0,1.22,1.15
Kepler-554 b,4.29,5447.0,0.92,0.93
Kepler-596 b,3.46,6267.0,1.32,1.21
Kepler-11 c,2.87,5663.0,1.065,0.961
Kepler-682 b,7.37,5559.0,0.89,0.92
Kepler-574 b,2.39,5612.0,0.91,0.95
Kepler-9 c,8.08,5774.0,0.958,1.022
Kepler-457 d,2.98467257,6474.0,1.242,1.148
Kepler-30 c,12.3,5498.0,0.95,0.99
KOI-7913 b,2.34,4324.0,0.788,0.76
Kepler-80 c,2.74,4540.0,0.678,0.73
Kepler-633 c,2.296,5877.0,1.265,0.997
Kepler-28 c,1.857,4499.3,0.664,0.684
Kepler-712 c,4.85,5148.0,0.78,0.84
Kepler-1711 b,1.923,5706.0,1.034,0.94
Kepler-186 d,1.4,3788.0,0.472,0.478
Kepler-55 b,2.43,4362.0,0.58,0.62
Kepler-561 c,2.68,5646.0,0.94,0.96
Kepler-62 b,1.31,4925.0,0.64,0.69
Kepler-33 f,4.46,5904.0,1.82,1.291
